gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,grade
Female,2.34,71.84,50.19,61.97,61.83,91.86,No,Yes,Master,7.9,C
Male,8.47,85.24,53.19,48.14,86.38,76.62,No,No,Master,7.17,C
Male,8.53,86.77,45.26,35.94,91.93,60.36,No,No,PhD,7.39,C
Female,8.33,78.56,47.77,50.58,98.21,50.36,Yes,No,PhD,5.13,C
Female,6.81,96.31,35.19,72.62,54.2,54.94,Yes,No,High School,8.23,C
Female,4.29,98.94,50.63,80.54,71.63,84.12,Yes,Yes,Bachelor,4.78,B
Male,3.74,96.81,90.17,37.03,87.6,11.13,No,No,High School,5.7,C
Male,1.08,89.45,78.19,74.82,67.23,87.88,No,No,Bachelor,8.45,B
Male,8.5,82.34,91.27,38.45,62.33,14.21,Yes,No,PhD,4.54,C
Male,1.79,79.8,37.34,41.64,70.04,65.43,No,No,Bachelor,8.33,C
Female,6.68,46.23,61.89,64.85,54.98,39.98,Yes,No,PhD,6.38,C
Male,5.54,56.29,46.05,46.69,43.45,71.04,Yes,Yes,PhD,4.92,D
Male,5.74,40.34,80.49,74.62,34.66,17.7,Yes,Yes,Master,7.69,D
Female,9.34,48.24,97.92,96.68,72.7,60.06,Yes,Yes,PhD,5.42,B
Female,1.28,66.35,87.08,36.17,56.54,86.97,Yes,No,PhD,7.39,C
Female,7.96,48.79,32.47,67.79,91.81,54.52,Yes,No,PhD,7.95,C
Male,1.47,94.1,52.17,94.25,45.61,17.59,Yes,Yes,Master,6.85,C
Female,1.34,88.34,32.0,38.24,51.75,13.36,No,No,Bachelor,7.93,D
Female,4.87,44.3,32.81,52.51,97.94,65.91,Yes,Yes,Bachelor,8.68,C
Male,1.57,54.93,35.57,34.27,68.94,16.26,No,Yes,Bachelor,6.75,D
Male,8.1,89.14,49.34,73.15,54.27,16.42,Yes,No,PhD,4.76,C
Female,5.77,88.18,51.29,75.19,90.26,48.29,No,No,High School,7.55,B
Male,1.26,96.73,58.03,74.81,82.04,28.86,No,Yes,Bachelor,6.05,B
Female,1.36,99.85,58.35,65.66,70.12,28.38,No,Yes,Master,6.66,C
Female,6.51,98.58,84.0,80.97,92.24,53.29,No,No,Bachelor,7.13,B
Male,8.26,64.61,39.9,27.69,36.58,35.27,Yes,No,PhD,7.59,F
Female,4.94,55.02,41.04,96.81,57.61,29.73,Yes,Yes,Master,7.2,C
Male,5.99,85.5,73.86,41.66,86.74,56.3,Yes,No,PhD,5.16,C
Male,8.2,57.96,70.02,34.12,57.02,36.18,No,Yes,High School,7.74,D
Male,6.49,88.38,40.78,95.59,94.87,17.22,No,Yes,High School,8.04,B
Female,3.02,72.04,89.66,87.28,40.68,71.45,No,No,High School,4.19,C
Male,6.52,87.64,53.03,82.37,53.56,62.7,Yes,Yes,High School,5.54,C
Male,6.65,56.55,55.69,32.86,59.8,29.09,Yes,No,Bachelor,8.89,D
Female,7.61,70.48,59.43,85.56,78.09,62.4,No,Yes,Master,4.89,B
Female,6.59,73.84,52.59,70.68,43.67,96.0,Yes,No,PhD,4.91,C
Female,9.72,96.59,69.02,79.89,30.69,96.08,Yes,No,PhD,6.96,C
Female,2.78,56.0,57.21,98.36,98.36,57.87,No,No,PhD,5.69,B
Male,9.56,96.2,48.16,39.58,92.91,18.82,Yes,No,Master,7.29,C
Male,5.85,88.29,93.31,62.83,51.02,51.24,Yes,Yes,High School,5.31,C
Male,7.05,83.85,51.58,81.5,63.84,12.43,Yes,Yes,Master,6.13,C
Female,1.9,87.21,78.89,57.52,64.22,47.37,Yes,No,High School,8.99,C
Female,4.43,76.33,54.31,29.1,90.85,91.85,Yes,Yes,Master,5.87,C
Male,7.92,54.64,60.47,33.36,71.79,52.07,Yes,Yes,High School,4.43,C
Female,7.36,51.37,46.52,70.16,87.85,59.54,Yes,Yes,Master,7.71,C
Female,1.36,91.98,82.66,46.38,93.84,24.22,Yes,No,Bachelor,6.94,B
Male,5.92,83.51,81.6,35.34,69.62,11.41,Yes,Yes,Bachelor,6.22,C
Male,1.79,52.79,31.56,50.49,49.98,99.4,No,No,Bachelor,8.54,D
Female,9.96,76.91,34.21,40.07,64.91,40.44,Yes,No,Bachelor,4.73,D
Female,9.08,66.85,94.57,26.8,89.56,35.14,Yes,No,High School,6.45,C
Female,1.19,49.52,92.22,36.39,70.85,61.42,No,Yes,Master,4.96,C
Male,8.73,71.91,65.43,91.23,92.7,77.08,No,Yes,Master,4.42,B
Male,9.27,56.89,64.54,25.9,92.68,32.63,No,No,PhD,6.21,C
Male,4.18,45.77,86.87,83.04,56.14,57.17,Yes,No,PhD,8.74,C
Male,7.48,68.02,39.69,81.51,61.37,39.94,Yes,No,Bachelor,7.61,C
Male,4.98,75.41,75.76,67.32,77.45,53.29,Yes,Yes,PhD,5.17,B
Female,6.9,42.81,63.32,40.63,37.77,24.52,Yes,Yes,Bachelor,6.31,D
Female,4.06,64.13,82.03,90.85,62.59,55.91,Yes,Yes,PhD,7.99,B
Female,3.9,55.46,32.11,60.63,40.46,14.26,Yes,Yes,Bachelor,4.98,D
Male,4.82,41.84,71.49,37.99,89.36,85.6,No,No,Master,5.02,C
Male,2.31,47.54,68.97,57.18,95.99,66.49,Yes,No,High School,4.91,B
Male,8.48,48.34,88.86,39.62,39.91,94.73,Yes,No,Bachelor,7.04,C
Female,4.14,50.97,77.38,53.2,76.71,63.98,Yes,Yes,PhD,4.14,C
Male,4.6,88.2,91.61,62.25,74.56,26.39,Yes,No,PhD,6.94,B
Male,9.05,66.37,92.11,51.99,83.21,53.56,No,Yes,PhD,8.13,B
Female,5.47,48.83,58.57,74.28,78.7,69.82,Yes,Yes,Bachelor,7.91,C
Male,5.9,46.02,39.62,95.19,45.2,43.68,No,No,Master,7.33,C
Female,9.61,57.88,74.12,51.11,50.38,59.74,No,No,High School,5.1,C
Male,8.98,87.88,91.16,51.68,41.57,24.64,No,No,PhD,8.08,C
Male,2.53,61.87,35.25,80.37,94.48,79.94,No,No,PhD,8.79,B
Female,5.26,49.59,69.05,64.79,66.53,91.86,No,No,Bachelor,4.92,C
Female,9.74,64.25,38.05,57.16,98.33,38.34,No,Yes,High School,8.55,C
Female,4.35,73.32,31.89,86.04,61.45,81.4,No,No,Bachelor,8.26,C
Female,4.34,41.78,77.57,91.83,68.69,18.28,Yes,No,Master,8.9,C
Female,2.76,77.66,77.73,69.29,85.25,32.2,Yes,Yes,High School,5.6,B
Female,2.03,63.71,72.05,38.88,85.81,51.57,No,Yes,Master,8.67,C
Male,7.66,40.58,90.15,59.97,46.18,44.78,No,No,Bachelor,4.9,C
Male,7.93,80.43,35.66,62.83,50.18,65.77,No,Yes,Master,4.88,C
Female,9.72,82.74,37.37,57.42,36.85,60.67,Yes,No,Bachelor,4.53,D
Male,7.96,77.73,90.52,44.68,86.38,17.85,No,No,PhD,6.14,C
Female,3.19,60.52,65.23,60.42,85.57,21.85,No,No,PhD,4.06,C
Male,1.36,71.78,49.11,58.49,35.69,14.65,No,Yes,PhD,5.91,D
Female,9.87,63.23,81.67,40.71,48.02,95.73,No,Yes,Bachelor,7.13,C
Male,4.06,82.04,92.61,92.76,61.49,68.08,Yes,No,Bachelor,4.39,B
Male,3.81,75.01,78.27,91.4,67.92,87.0,Yes,Yes,Bachelor,8.09,B
Male,9.15,44.91,85.44,81.97,66.58,58.71,No,No,Master,5.46,B
Male,6.27,78.59,49.77,55.07,98.82,27.45,Yes,No,PhD,4.23,C
Male,2.93,81.23,50.21,52.78,83.49,66.39,Yes,No,Bachelor,5.87,C
Female,9.0,62.24,90.49,78.73,37.92,55.48,No,No,PhD,4.69,C
Female,9.94,92.55,73.04,70.61,50.55,46.74,No,Yes,PhD,7.98,C
Female,1.78,90.58,46.39,70.04,54.18,43.46,No,Yes,Bachelor,5.67,C
Male,8.76,50.51,66.69,34.31,52.06,68.51,No,No,Bachelor,4.59,D
Female,4.51,94.26,78.01,71.37,85.02,65.6,No,Yes,Master,6.27,B
Male,5.72,66.45,45.3,92.64,55.24,23.64,No,Yes,Master,6.26,C
Male,9.23,83.42,75.84,31.44,64.47,83.46,No,Yes,PhD,5.38,C
Male,9.76,88.85,32.95,50.44,67.34,67.25,Yes,Yes,Bachelor,5.63,C
Female,3.36,70.31,51.26,63.18,48.93,58.22,No,No,Bachelor,7.84,C
Male,2.92,63.95,77.18,76.45,52.59,77.4,No,Yes,Bachelor,7.19,C
Female,1.72,94.93,40.45,31.72,84.6,23.83,Yes,No,PhD,5.07,C
Female,6.06,53.85,45.55,90.46,90.67,92.77,Yes,Yes,Bachelor,8.74,B
Male,1.12,55.42,91.54,28.04,32.6,34.35,No,Yes,Master,5.52,D
Male,4.71,61.7,77.2,89.33,72.36,33.65,No,Yes,High School,6.67,B
Female,1.66,91.57,64.92,27.07,74.34,83.34,Yes,No,High School,6.86,C
Female,4.65,96.33,44.76,36.51,81.61,40.06,Yes,No,Master,5.07,C
Female,1.36,53.2,53.9,85.02,78.57,84.76,Yes,No,High School,5.46,B
Female,8.52,91.83,70.2,89.51,91.42,39.52,No,No,Master,6.4,B
Female,2.89,55.49,40.87,98.67,35.49,59.56,Yes,No,PhD,5.28,C
Female,3.95,98.24,63.72,33.68,57.19,30.78,Yes,No,High School,5.53,D
Male,8.83,75.84,58.63,64.48,84.75,75.84,No,No,PhD,7.07,B
Female,7.72,40.43,63.37,30.79,89.26,25.02,Yes,Yes,PhD,7.67,C
Female,2.97,42.05,37.39,36.73,48.53,90.95,No,Yes,Master,8.0,D
Female,1.65,48.85,37.45,38.09,70.97,43.45,No,Yes,PhD,4.61,D
Female,7.44,51.25,97.49,29.75,42.65,52.44,Yes,No,High School,7.68,D
Male,4.52,86.06,98.56,91.97,89.56,12.16,No,No,High School,8.68,B
Male,7.89,53.37,59.83,34.48,81.13,97.82,Yes,Yes,Master,6.9,C
Female,5.01,98.15,85.23,72.2,45.54,83.19,Yes,No,PhD,7.02,C
Female,4.11,78.17,75.91,71.93,73.66,50.23,No,No,Bachelor,8.78,B
Female,5.06,81.55,38.18,39.9,65.65,92.82,Yes,Yes,PhD,8.35,C
Male,7.74,53.07,50.77,99.88,48.12,93.8,Yes,Yes,High School,6.79,C
Male,9.12,93.56,51.96,51.05,92.52,57.97,Yes,Yes,High School,7.83,B
Male,1.45,80.07,71.7,92.88,40.35,31.05,Yes,Yes,High School,4.9,C
Male,5.72,91.86,70.6,96.12,62.72,53.84,Yes,No,PhD,6.07,B
Male,1.3,97.39,94.65,96.17,70.8,39.23,Yes,No,Bachelor,7.58,B
Male,5.22,47.54,85.3,81.46,87.65,50.32,No,Yes,High School,5.44,B
Female,8.97,45.8,89.98,44.04,40.51,92.03,Yes,Yes,PhD,6.27,C
Male,4.25,88.2,92.39,34.05,72.64,35.37,Yes,Yes,Master,4.86,C
Male,9.39,91.97,86.09,67.74,30.46,85.51,No,No,PhD,8.49,C
Female,6.68,75.03,53.3,52.0,87.58,94.18,Yes,No,High School,8.48,B
Male,9.41,61.96,45.05,87.33,46.43,82.45,Yes,No,High School,6.39,C
Female,7.81,79.16,70.02,80.87,80.46,57.45,No,Yes,High School,4.96,B
Male,1.93,58.34,78.27,45.74,72.13,60.76,No,Yes,High School,7.4,C
Female,3.08,54.3,57.06,26.28,33.51,83.77,Yes,Yes,High School,5.07,D
Female,4.55,69.29,89.38,42.8,42.83,14.01,No,No,PhD,5.14,D
Female,2.53,52.97,97.24,67.53,48.74,76.23,Yes,No,PhD,8.86,C
Female,5.45,69.02,69.86,30.92,92.07,57.6,Yes,Yes,Bachelor,4.5,C
Female,5.24,97.4,61.96,74.37,63.66,45.74,No,No,PhD,5.9,C
Male,9.61,90.39,89.0,75.38,93.95,79.02,No,Yes,High School,6.77,A
Male,4.9,96.5,31.7,37.7,33.32,33.96,No,No,PhD,4.54,D
Female,8.07,88.38,39.03,69.72,30.46,90.6,No,Yes,PhD,4.19,D
Female,9.48,61.29,89.2,70.52,96.38,71.96,Yes,No,Bachelor,6.71,B
Female,8.89,88.72,81.24,60.85,80.67,64.91,No,No,High School,4.57,B
Male,2.88,95.37,59.13,96.49,84.83,57.08,No,No,Bachelor,5.26,B
Female,5.46,96.82,92.22,33.11,94.11,29.15,No,Yes,High School,6.49,B
Female,4.13,80.99,54.6,55.5,98.92,65.53,Yes,No,High School,5.74,B
Female,4.6,52.68,74.37,91.22,36.84,75.24,Yes,No,Master,7.55,C
Female,4.25,42.38,74.4,53.97,41.08,11.05,No,No,PhD,8.81,D
Male,8.44,48.83,42.9,56.85,43.2,42.98,Yes,No,High School,7.77,D
Female,5.07,97.93,49.94,75.12,87.29,84.92,Yes,Yes,Master,9.0,B
Female,5.71,67.73,94.12,74.92,54.89,66.9,No,Yes,Bachelor,5.94,B
Male,9.84,91.3,42.84,26.72,71.53,65.37,Yes,Yes,PhD,5.53,C
Female,1.54,67.9,42.15,59.18,89.87,30.58,Yes,No,High School,5.06,C
Female,5.39,79.65,63.57,50.01,77.82,66.89,Yes,No,Master,8.42,C
Male,7.97,41.45,36.45,72.08,34.58,80.75,Yes,No,Bachelor,5.95,D
Male,2.36,54.99,92.62,66.68,61.2,46.16,Yes,No,Bachelor,7.55,C
Male,6.5,66.18,37.01,73.81,34.73,26.39,Yes,No,Master,7.37,D
Female,3.16,77.84,73.16,74.03,63.52,16.95,Yes,No,PhD,4.29,C
Female,8.81,50.29,53.78,44.12,45.35,55.51,Yes,Yes,High School,8.4,D
Male,3.94,85.87,86.3,43.48,30.09,71.55,Yes,No,Master,6.43,D
Male,3.96,61.86,71.29,52.77,86.92,24.64,Yes,Yes,Master,5.12,C
Male,6.38,89.05,57.18,43.15,97.86,47.93,Yes,Yes,Bachelor,8.9,B
Female,2.65,45.88,98.87,76.21,97.49,61.18,Yes,Yes,Master,7.77,B
Female,3.56,80.79,34.64,70.21,50.94,24.03,No,No,PhD,7.08,D
Male,4.75,57.6,70.45,41.23,88.01,34.29,No,No,Bachelor,8.94,C
Female,4.18,87.72,99.27,91.31,77.51,64.76,Yes,Yes,Master,7.78,A
Male,5.72,64.13,78.37,59.55,86.01,75.25,No,Yes,Master,4.61,B
Female,6.4,79.92,81.78,34.53,89.24,67.24,Yes,Yes,PhD,8.96,B
Female,6.1,96.06,32.25,40.97,98.62,74.23,No,No,High School,6.99,C
Female,6.89,41.24,31.5,65.49,40.62,62.34,Yes,No,High School,5.5,D
Female,3.77,40.67,32.53,50.38,83.88,85.22,Yes,Yes,High School,8.09,C
Male,2.14,86.22,99.42,88.84,81.39,84.41,No,No,Bachelor,4.24,A
Female,7.85,78.78,98.57,62.11,50.14,81.66,No,Yes,High School,7.27,C
Female,8.66,57.58,53.42,93.65,57.48,61.79,Yes,No,High School,4.8,C
Male,3.31,69.66,50.37,32.64,42.37,99.47,No,Yes,Bachelor,4.44,D
Female,4.66,42.52,40.22,75.14,93.93,13.52,Yes,Yes,Master,5.77,C
Male,5.49,51.55,53.04,91.43,91.55,27.61,Yes,Yes,Bachelor,5.78,B
Male,5.8,65.47,55.91,46.97,72.98,82.8,Yes,Yes,High School,7.0,C
Female,6.94,90.04,82.38,35.18,65.81,84.37,No,No,Bachelor,6.83,C
Female,1.37,68.78,90.64,59.25,46.3,83.69,No,No,Bachelor,7.44,C
Male,7.49,75.18,82.27,97.1,85.27,88.54,Yes,No,High School,4.87,A
Male,1.56,92.43,75.25,72.51,30.57,48.03,Yes,Yes,Master,8.35,C
Male,5.21,58.53,83.61,73.3,62.4,93.87,No,No,High School,8.29,B
Female,8.45,82.04,81.69,75.36,90.24,28.83,Yes,Yes,Bachelor,5.08,B
Male,5.06,91.7,63.3,27.98,73.29,94.33,Yes,Yes,High School,6.37,C
Male,2.34,52.16,53.51,58.42,74.46,60.1,Yes,No,Master,6.44,C
Male,9.87,61.39,49.79,30.82,34.95,24.75,No,Yes,PhD,8.61,F
Female,9.0,98.79,77.55,48.69,50.07,76.25,Yes,Yes,Bachelor,8.53,C
Male,7.94,98.99,97.15,86.62,77.17,36.63,Yes,No,Master,4.34,B
Female,4.7,53.39,70.67,74.22,33.47,29.84,Yes,No,High School,8.79,D
Female,2.65,43.99,93.88,99.67,53.17,25.49,Yes,Yes,High School,4.34,C
Male,9.47,56.26,31.0,37.91,54.78,12.65,Yes,Yes,PhD,6.75,D
Female,5.79,63.86,85.61,54.78,64.91,78.82,Yes,No,Bachelor,5.56,C
Male,8.67,66.46,89.75,85.72,55.37,53.79,Yes,Yes,High School,5.95,B
Female,4.08,77.13,74.17,41.18,61.79,98.09,Yes,No,Master,7.13,C
Female,4.02,93.97,95.38,36.53,68.29,49.53,Yes,Yes,Bachelor,6.92,C
Male,9.87,59.82,71.29,57.07,38.98,85.9,Yes,Yes,PhD,4.84,C
Male,5.7,91.0,46.84,53.78,42.63,97.13,Yes,No,Master,8.85,C
Male,2.27,45.61,45.1,98.52,88.28,12.02,No,No,PhD,4.14,B
Female,2.98,42.51,68.91,59.22,62.18,19.48,No,Yes,Master,5.72,C
Female,5.34,70.24,93.45,89.57,54.86,41.31,Yes,No,Bachelor,8.01,B
Male,1.38,43.58,35.07,91.6,60.37,88.31,Yes,No,Master,8.25,C
Male,5.16,63.55,72.31,36.84,42.24,85.42,No,Yes,Bachelor,7.99,D
Female,4.77,93.81,83.89,78.65,46.79,43.01,No,Yes,Bachelor,5.86,C
Female,8.01,54.49,38.08,45.82,66.09,27.99,Yes,Yes,Master,7.37,D
Female,4.19,82.36,38.17,32.11,55.12,82.21,No,Yes,Master,7.82,D
Male,9.84,58.14,55.63,90.6,63.28,63.72,Yes,Yes,Bachelor,6.89,C
Female,2.63,42.7,49.17,46.93,40.48,12.84,Yes,Yes,High School,7.4,D
Male,6.32,73.4,43.88,50.9,40.95,82.38,No,Yes,High School,6.77,D
Female,1.81,90.09,43.91,49.3,56.88,96.13,No,Yes,Master,4.27,C
Female,7.6,64.57,39.15,40.02,56.52,13.79,Yes,No,High School,5.37,D
Male,9.95,77.04,72.76,57.59,91.83,35.73,No,No,High School,7.51,B
Male,8.37,94.0,78.17,57.12,32.34,83.75,Yes,Yes,Bachelor,5.21,C
Male,6.0,87.38,79.21,55.66,99.5,62.62,No,No,Bachelor,6.28,B
Female,5.36,51.63,67.26,93.72,96.96,99.04,Yes,No,High School,6.67,A
Female,8.52,84.0,96.7,50.48,67.96,92.4,Yes,No,PhD,7.35,B
Female,9.42,70.11,91.64,27.28,80.31,26.04,No,Yes,Master,5.3,C
Male,9.9,84.76,97.03,38.38,95.47,70.66,Yes,Yes,PhD,6.98,B
Female,4.57,69.67,57.22,79.11,47.58,68.8,No,Yes,PhD,6.98,C
Male,9.92,47.68,91.44,69.31,52.09,19.98,Yes,Yes,PhD,8.23,C
Male,2.4,74.19,83.4,96.38,37.76,18.06,Yes,Yes,High School,6.76,C
Male,3.28,69.53,53.8,77.08,69.47,61.25,Yes,No,Bachelor,5.48,C
Female,1.8,71.08,37.46,39.57,41.16,46.27,No,Yes,High School,6.61,D
Female,3.45,92.73,77.78,34.05,95.16,59.09,No,Yes,PhD,4.54,B
Male,7.91,93.69,39.55,64.06,60.21,31.49,Yes,No,High School,7.04,C
Female,8.68,67.21,50.56,74.89,94.38,60.1,Yes,Yes,Master,8.58,B
Male,8.01,67.34,65.03,37.42,44.36,44.51,Yes,Yes,PhD,6.65,D
Male,6.68,70.91,77.59,70.13,78.58,89.88,No,No,High School,5.46,B
Female,5.63,71.18,94.84,89.88,75.33,37.55,No,No,Bachelor,6.03,B
Male,7.38,97.02,71.53,79.57,57.98,88.38,Yes,No,PhD,8.51,B
Male,4.52,78.96,77.0,74.81,92.88,45.1,Yes,No,Bachelor,8.07,B
Female,8.57,56.65,51.7,84.2,60.44,62.03,No,No,Master,8.02,C
Male,7.09,71.89,78.11,32.81,43.89,35.77,Yes,No,Master,6.82,D
Male,7.28,77.63,60.65,40.29,98.39,82.82,Yes,Yes,High School,5.98,B
Male,5.82,78.39,89.99,27.86,60.9,85.93,No,No,High School,4.66,C
Male,8.97,75.12,57.47,35.87,44.57,82.81,No,No,Master,8.88,D
Male,3.27,50.66,62.78,93.49,55.45,67.59,Yes,No,PhD,4.9,C
Male,4.43,42.02,60.28,41.66,72.95,37.43,No,No,PhD,5.26,C
Male,8.0,60.27,86.78,74.66,65.84,67.28,Yes,Yes,PhD,7.82,B
Female,5.43,65.65,96.76,76.87,74.46,96.36,No,No,Master,5.75,B
Female,9.0,43.71,52.91,73.4,76.33,68.35,No,Yes,Bachelor,6.92,C
Male,4.12,88.9,63.25,66.54,38.64,96.08,No,No,Bachelor,7.81,C
Male,4.32,60.64,79.41,61.46,52.04,37.41,No,Yes,PhD,6.78,C
Female,9.0,94.82,92.68,56.49,82.41,86.14,No,Yes,High School,6.45,B
Female,5.18,49.26,64.56,93.77,75.53,74.66,No,Yes,High School,4.25,B
Female,5.65,43.42,37.62,25.71,36.18,83.73,Yes,No,Master,6.44,F
Female,3.99,68.94,55.81,29.01,52.06,73.97,Yes,No,High School,6.28,D
Female,3.49,51.35,68.53,61.94,95.19,53.23,Yes,No,Master,8.4,B
Male,6.9,96.24,59.23,49.79,90.34,71.79,Yes,No,Master,6.24,B
Female,2.08,40.62,43.06,55.62,76.94,93.89,No,No,High School,7.15,C
Female,8.91,64.76,32.59,99.84,35.1,47.58,No,No,High School,7.87,D
Female,8.01,95.6,78.12,83.14,72.49,95.66,Yes,No,PhD,6.34,B
Male,2.72,63.07,99.49,90.81,30.85,14.45,No,Yes,PhD,5.3,C
Male,7.25,45.59,94.34,52.64,76.28,11.28,No,No,High School,8.47,C
Male,6.42,58.17,77.83,42.97,81.18,54.44,Yes,Yes,PhD,8.48,C
Male,2.66,69.88,88.91,82.6,64.81,86.37,Yes,Yes,PhD,8.5,B
Male,3.46,51.11,47.9,85.57,30.27,32.31,Yes,Yes,Bachelor,5.36,D
Male,4.68,67.99,73.57,66.24,76.66,72.41,No,Yes,PhD,5.58,B
Female,7.29,90.18,34.24,92.2,87.38,59.22,No,No,PhD,8.59,B
Male,6.75,92.36,79.5,97.55,71.01,36.17,No,No,PhD,4.63,B
Male,5.79,42.96,97.89,60.33,79.64,35.72,Yes,Yes,Bachelor,7.28,B
Female,7.92,49.65,90.26,41.7,36.32,16.59,No,No,PhD,5.46,D
Male,7.82,56.52,67.41,63.78,80.07,58.26,No,No,Bachelor,7.61,C
Female,6.56,75.69,85.21,99.21,72.99,50.51,No,Yes,PhD,8.17,B
Female,8.08,61.66,96.07,46.97,53.17,36.05,No,No,Master,6.04,C
Male,4.01,90.64,45.12,71.32,77.97,97.34,Yes,No,Master,4.76,B
Female,8.93,83.0,85.53,77.05,75.19,83.66,No,No,PhD,7.66,B
Female,6.53,46.03,48.89,41.04,71.96,57.25,No,Yes,Bachelor,4.28,C
Female,8.4,77.47,91.39,69.13,42.81,56.95,No,Yes,High School,4.07,C
Female,5.92,46.78,36.88,48.59,50.74,27.43,Yes,Yes,Master,8.39,D
Male,2.97,55.3,42.48,89.07,99.4,68.42,No,No,High School,8.08,B
Female,5.88,50.67,80.44,78.61,60.32,95.83,Yes,Yes,High School,6.91,B
Male,4.34,50.38,42.23,86.97,34.16,90.85,No,Yes,Master,7.33,C
Female,7.28,76.98,41.06,39.98,92.93,17.63,No,No,Master,8.76,C
Female,5.28,73.82,68.88,27.59,42.11,14.78,No,Yes,High School,4.31,D
Female,8.53,50.56,88.45,88.79,58.25,96.51,Yes,No,Bachelor,5.08,B
Male,7.1,99.41,48.79,54.01,49.46,27.99,No,No,Master,7.65,D
Male,7.16,65.31,88.88,38.48,97.47,59.54,Yes,Yes,PhD,5.32,B
Male,2.95,45.82,86.56,31.89,56.47,16.72,Yes,No,Master,5.04,D
Female,9.86,47.23,70.54,63.74,79.61,85.9,Yes,No,PhD,6.21,B
Female,8.58,75.03,75.26,36.26,71.89,20.61,No,No,Master,7.62,C
Female,8.1,98.74,32.83,67.5,33.01,67.94,No,Yes,PhD,5.05,D
Female,3.97,74.32,55.7,79.55,56.9,15.1,No,No,PhD,6.15,C
Male,5.82,96.94,48.44,65.13,57.3,24.1,Yes,No,Bachelor,6.59,C
Female,2.23,66.65,40.5,92.78,99.29,56.09,No,No,Bachelor,4.86,B
Male,5.85,66.15,57.28,36.67,86.84,14.11,Yes,Yes,High School,6.38,C
Female,2.31,70.0,54.84,62.05,89.97,27.61,Yes,No,Master,8.33,C
Male,5.98,81.85,81.02,37.24,51.95,22.26,Yes,No,Master,7.73,D
Male,6.84,62.06,71.87,90.69,53.03,13.65,Yes,Yes,Master,6.52,C
Female,4.51,91.83,93.92,94.92,66.09,97.39,No,Yes,Bachelor,4.63,B
Female,5.49,41.76,40.18,55.0,74.17,50.51,Yes,No,Master,4.12,C
Male,8.88,66.39,34.18,47.93,80.98,87.3,Yes,Yes,Master,4.34,C
Female,1.98,70.66,67.42,45.95,87.46,42.24,Yes,No,High School,7.75,C
Female,8.13,76.42,30.07,89.48,91.12,13.83,Yes,Yes,Bachelor,7.52,C
Male,2.54,56.56,85.14,76.18,31.72,72.61,Yes,Yes,High School,7.73,C
Male,1.33,65.65,65.42,91.04,85.73,13.49,Yes,No,Master,5.54,B
Male,2.67,69.07,64.16,33.81,72.76,59.75,No,No,High School,4.45,C
Male,7.89,81.21,55.37,60.7,67.25,22.52,No,Yes,Master,7.57,C
Female,4.65,86.41,56.25,75.71,73.99,70.37,No,No,Master,8.61,B
Male,8.85,84.27,60.18,92.28,91.74,90.34,No,Yes,High School,6.26,B
Male,5.72,60.49,31.12,53.65,68.17,96.02,Yes,No,High School,7.82,C
Male,1.2,99.97,35.85,48.48,41.35,57.5,Yes,No,PhD,7.64,D
Female,7.45,90.92,65.35,93.47,60.57,57.94,No,No,Master,8.27,B
Male,1.99,55.6,40.51,28.56,94.71,13.45,No,Yes,PhD,4.14,C
Female,8.1,51.71,84.51,60.97,87.01,79.29,Yes,No,Bachelor,8.78,B
Male,2.51,58.84,49.21,59.4,44.21,96.06,No,Yes,PhD,8.33,C
Male,4.11,67.14,36.85,35.95,79.99,49.44,Yes,No,Bachelor,8.38,C
Female,7.85,91.05,46.46,54.62,47.94,81.43,No,No,PhD,8.98,C
Male,9.59,86.7,55.0,79.19,54.4,81.77,No,No,PhD,7.2,C
Male,4.34,91.07,32.47,52.52,62.82,80.71,No,Yes,PhD,4.41,C
Female,8.46,56.32,39.92,48.22,60.86,78.28,No,Yes,High School,8.11,D
Male,2.72,75.61,52.67,83.64,32.05,29.36,Yes,Yes,Bachelor,4.67,D
Male,8.26,56.99,51.73,99.15,84.18,77.63,Yes,No,PhD,7.69,B
Male,6.92,46.54,86.03,83.45,89.25,23.0,Yes,Yes,PhD,6.12,B
Male,2.73,81.05,89.03,88.48,67.17,74.13,Yes,Yes,Bachelor,4.03,B
Female,3.72,48.58,43.54,95.46,42.11,10.32,No,No,PhD,6.18,D
Male,2.19,80.06,38.68,85.13,47.36,92.69,Yes,Yes,Master,7.98,C
Female,4.45,78.88,74.39,98.53,38.84,84.46,Yes,No,High School,4.44,C
Male,2.83,88.61,86.32,81.05,41.87,71.47,Yes,No,High School,4.01,C
Female,6.8,48.37,97.46,74.61,91.35,18.5,Yes,No,High School,6.26,B
Male,9.95,87.01,30.48,77.0,63.61,84.25,Yes,No,PhD,4.01,C
Female,1.11,99.96,58.96,92.51,37.77,88.77,No,No,High School,8.67,C
Male,5.87,91.06,81.38,76.23,47.83,71.92,No,Yes,Master,8.12,C
Female,6.16,85.11,88.0,82.09,96.47,97.83,No,Yes,Master,7.15,A
Female,9.23,79.73,34.36,41.2,65.65,18.36,Yes,Yes,Bachelor,4.09,D
Male,5.55,65.31,77.64,93.45,66.09,73.78,Yes,Yes,PhD,6.85,B
